timestamp,packet_counter,rssi,distance
2026-03-05 16:12:31.607221,171714,-107,350
2026-03-05 16:12:31.607476,171717,-109,350
2026-03-05 16:12:31.607615,171718,-112,350
2026-03-05 16:12:31.607793,171721,-110,350
2026-03-05 16:12:31.607961,171722,-112,350
2026-03-05 16:12:31.608138,234921679,-109,350
2026-03-05 16:12:31.608326,234921679,-107,350
2026-03-05 16:12:31.608474,171733,-112,350
2026-03-05 16:12:31.608638,16948966,-112,350
2026-03-05 16:12:31.608802,704814824,-110,350
2026-03-05 16:12:31.608966,1895997170,-111,350
2026-03-05 16:12:31.609092,171769,-112,350
2026-03-05 16:12:31.609216,171769,-113,350
2026-03-05 16:12:31.609355,12755068,-115,350
2026-03-05 16:12:31.609512,1189121243,-115,350
2026-03-05 16:12:31.609665,2399706884,-115,350
2026-03-05 16:12:31.609797,171784,-111,350
2026-03-05 16:12:31.609922,171786,-109,350
2026-03-05 16:12:31.610118,13272697,-115,350
2026-03-05 16:12:31.610298,171798,-109,350
2026-03-05 16:12:31.610434,171798,-109,350
2026-03-05 16:12:31.610573,171800,-111,350
2026-03-05 16:12:31.610775,1593150238,-112,350
2026-03-05 16:12:31.610908,171807,-107,350
2026-03-05 16:12:31.611048,50526407,-112,350
2026-03-05 16:12:31.611199,171821,-109,350
2026-03-05 16:12:31.611319,171824,-112,350
2026-03-05 16:12:31.611438,171828,-110,350
2026-03-05 16:12:31.611558,171829,-112,350
2026-03-05 16:12:31.611729,171830,-112,350
2026-03-05 16:12:31.611875,171833,-112,350
2026-03-05 16:12:31.612013,171834,-112,350
2026-03-05 16:12:31.612182,171835,-113,350
2026-03-05 16:12:31.612333,171836,-112,350
2026-03-05 16:12:31.612525,171837,-107,350
2026-03-05 16:12:31.612670,171838,-110,350
2026-03-05 16:12:31.612788,171839,-108,350
2026-03-05 16:12:31.612905,171840,-108,350
2026-03-05 16:12:31.613020,171841,-111,350
2026-03-05 16:12:31.613150,171842,-106,350
2026-03-05 16:12:31.613265,171843,-107,350
2026-03-05 16:12:31.613377,171844,-106,350
2026-03-05 16:12:31.613488,171845,-108,350
2026-03-05 16:12:31.613599,171846,-108,350
2026-03-05 16:12:31.613710,171847,-109,350
2026-03-05 16:12:31.613823,171848,-108,350
2026-03-05 16:12:31.613934,171849,-104,350
2026-03-05 16:12:31.614048,171850,-104,350
2026-03-05 16:12:31.614171,171851,-108,350
2026-03-05 16:12:31.614278,171852,-108,350
2026-03-05 16:12:31.614384,171853,-107,350
2026-03-05 16:12:31.614491,171854,-107,350
2026-03-05 16:12:31.614598,171855,-112,350
2026-03-05 16:12:31.614709,171856,-106,350
2026-03-05 16:12:31.614834,171857,-109,350
2026-03-05 16:12:31.615003,171858,-109,350
2026-03-05 16:12:31.615129,171859,-105,350
2026-03-05 16:12:31.615226,171860,-108,350
2026-03-05 16:12:31.615322,171861,-105,350
2026-03-05 16:12:31.615418,171862,-107,350
2026-03-05 16:12:31.615514,171863,-106,350
2026-03-05 16:12:31.615647,1074044760,-103,350
2026-03-05 16:12:31.615746,171865,-103,350
2026-03-05 16:12:31.615842,171866,-105,350
2026-03-05 16:12:31.615939,171867,-106,350
2026-03-05 16:12:31.616037,171869,-107,350
2026-03-05 16:12:31.616133,171870,-107,350
2026-03-05 16:12:31.616236,171871,-105,350
2026-03-05 16:12:31.616338,171872,-106,350
2026-03-05 16:12:31.616448,171873,-106,350
2026-03-05 16:12:31.616546,171874,-106,350
2026-03-05 16:12:31.616643,171876,-109,350
2026-03-05 16:12:31.616739,171877,-107,350
2026-03-05 16:12:31.616836,171878,-106,350
2026-03-05 16:12:31.616932,171879,-109,350
2026-03-05 16:12:31.617029,171880,-106,350
2026-03-05 16:12:31.617127,171881,-106,350
2026-03-05 16:12:31.617237,33726314,-105,350
2026-03-05 16:12:31.617335,171883,-106,350
2026-03-05 16:12:31.617432,171884,-106,350
2026-03-05 16:12:31.617535,171885,-105,350
2026-03-05 16:12:31.617633,171886,-105,350
