timestamp,packet_counter,rssi,distance
2026-03-05 16:02:34.821524,96865,-94,150
2026-03-05 16:02:34.822294,96866,-94,150
2026-03-05 16:02:34.822924,96867,-94,150
2026-03-05 16:02:34.823584,96868,-94,150
2026-03-05 16:02:34.824156,96869,-94,150
2026-03-05 16:02:34.824332,96870,-93,150
2026-03-05 16:02:34.824431,96871,-94,150
2026-03-05 16:02:34.824537,96872,-94,150
2026-03-05 16:02:34.824649,96873,-94,150
2026-03-05 16:02:34.824784,96874,-94,150
2026-03-05 16:02:34.824917,96875,-94,150
2026-03-05 16:02:34.825026,96876,-94,150
2026-03-05 16:02:34.825124,96877,-93,150
2026-03-05 16:02:34.825216,96878,-93,150
2026-03-05 16:02:34.825305,96879,-93,150
2026-03-05 16:02:34.825393,96880,-93,150
2026-03-05 16:02:34.825489,96881,-93,150
2026-03-05 16:02:34.825579,96882,-94,150
2026-03-05 16:02:34.825693,96883,-93,150
2026-03-05 16:02:34.825835,96884,-93,150
2026-03-05 16:02:34.825971,96885,-93,150
2026-03-05 16:02:34.826123,96886,-93,150
2026-03-05 16:02:34.826252,96887,-94,150
2026-03-05 16:02:34.826406,96888,-93,150
2026-03-05 16:02:34.826532,96889,-93,150
2026-03-05 16:02:34.826664,96890,-93,150
2026-03-05 16:02:34.826789,96891,-93,150
2026-03-05 16:02:34.826915,96892,-93,150
2026-03-05 16:02:34.827040,96893,-93,150
2026-03-05 16:02:34.827166,96894,-93,150
2026-03-05 16:02:34.827290,96895,-94,150
2026-03-05 16:02:34.827414,96896,-93,150
2026-03-05 16:02:34.827540,96897,-93,150
2026-03-05 16:02:34.827682,96898,-92,150
2026-03-05 16:02:34.827811,96899,-94,150
2026-03-05 16:02:34.827947,96900,-93,150
2026-03-05 16:02:34.828094,96901,-94,150
2026-03-05 16:02:34.828233,96902,-94,150
2026-03-05 16:02:34.828378,96903,-94,150
2026-03-05 16:02:34.828519,96904,-93,150
2026-03-05 16:02:34.828663,96905,-93,150
2026-03-05 16:02:34.828806,96906,-93,150
2026-03-05 16:02:34.828943,96907,-94,150
2026-03-05 16:02:34.829080,96908,-93,150
2026-03-05 16:02:34.829215,96909,-93,150
2026-03-05 16:02:34.829350,96910,-93,150
2026-03-05 16:02:34.829483,96911,-93,150
2026-03-05 16:02:34.829616,96912,-93,150
2026-03-05 16:02:34.829749,96913,-93,150
2026-03-05 16:02:34.829882,96914,-93,150
2026-03-05 16:02:34.830027,96915,-93,150
2026-03-05 16:02:34.830154,96916,-93,150
2026-03-05 16:02:34.830283,96917,-93,150
2026-03-05 16:02:34.830413,96918,-92,150
2026-03-05 16:02:34.830541,96919,-92,150
2026-03-05 16:02:34.830670,96920,-92,150
2026-03-05 16:02:34.830797,96921,-92,150
2026-03-05 16:02:34.830926,96922,-92,150
2026-03-05 16:02:34.831053,96923,-92,150
2026-03-05 16:02:34.831181,96924,-92,150
2026-03-05 16:02:34.831310,96925,-92,150
2026-03-05 16:02:34.831439,96926,-91,150
2026-03-05 16:02:34.831567,96927,-93,150
2026-03-05 16:02:34.831704,96928,-93,150
2026-03-05 16:02:34.831834,96929,-92,150
2026-03-05 16:02:34.831978,96930,-93,150
2026-03-05 16:02:34.832101,96931,-92,150
2026-03-05 16:02:34.832225,96932,-93,150
2026-03-05 16:02:34.832351,96933,-93,150
2026-03-05 16:02:34.832475,96934,-93,150
2026-03-05 16:02:34.832599,96935,-93,150
2026-03-05 16:02:34.832722,96936,-92,150
2026-03-05 16:02:34.832846,96937,-92,150
2026-03-05 16:02:34.832970,96938,-93,150
2026-03-05 16:02:34.833093,96939,-93,150
2026-03-05 16:02:34.833217,96940,-93,150
2026-03-05 16:02:34.833342,96941,-94,150
2026-03-05 16:02:34.833466,96942,-94,150
2026-03-05 16:02:34.833595,96943,-93,150
2026-03-05 16:02:34.833720,96944,-94,150
2026-03-05 16:02:34.833850,96945,-94,150
2026-03-05 16:02:34.833991,96946,-94,150
2026-03-05 16:02:34.834112,96947,-94,150
2026-03-05 16:02:34.834233,96948,-93,150
2026-03-05 16:02:34.834358,96949,-94,150
2026-03-05 16:02:34.834474,96950,-94,150
2026-03-05 16:02:34.834590,96951,-93,150
2026-03-05 16:02:34.834706,96952,-93,150
2026-03-05 16:02:34.834822,96953,-94,150
2026-03-05 16:02:34.834937,96954,-93,150
2026-03-05 16:02:34.835053,96955,-93,150
2026-03-05 16:02:34.835169,96956,-94,150
2026-03-05 16:02:34.835284,96957,-94,150
