timestamp,packet_counter,rssi,distance
2026-03-05 15:50:49.772548,10421,-65,0.6
2026-03-05 15:50:49.772830,10422,-67,0.6
2026-03-05 15:50:49.773053,10423,-65,0.6
2026-03-05 15:50:49.773291,10424,-65,0.6
2026-03-05 15:50:49.773519,10425,-67,0.6
2026-03-05 15:50:49.773774,10426,-67,0.6
2026-03-05 15:50:49.773935,10427,-67,0.6
2026-03-05 15:50:49.774073,10428,-65,0.6
2026-03-05 15:50:49.774207,10429,-65,0.6
2026-03-05 15:50:49.774330,10430,-65,0.6
2026-03-05 15:50:49.774443,10431,-65,0.6
2026-03-05 15:50:49.774555,10432,-65,0.6
2026-03-05 15:50:49.774668,10433,-65,0.6
2026-03-05 15:50:49.774782,10434,-65,0.6
2026-03-05 15:50:49.774894,10435,-67,0.6
2026-03-05 15:50:49.775022,10436,-65,0.6
2026-03-05 15:50:49.775166,10437,-65,0.6
2026-03-05 15:50:49.775295,10438,-65,0.6
2026-03-05 15:50:49.775530,10439,-65,0.6
2026-03-05 15:50:49.775757,10440,-65,0.6
2026-03-05 15:50:49.775929,10441,-65,0.6
2026-03-05 15:50:49.776091,10442,-65,0.6
2026-03-05 15:50:49.776242,10443,-65,0.6
2026-03-05 15:50:49.776462,10444,-65,0.6
2026-03-05 15:50:49.776635,10445,-65,0.6
2026-03-05 15:50:49.776788,10446,-66,0.6
2026-03-05 15:50:49.776934,10447,-65,0.6
2026-03-05 15:50:49.777096,10448,-65,0.6
2026-03-05 15:50:49.777266,10449,-65,0.6
2026-03-05 15:50:49.777426,10450,-65,0.6
2026-03-05 15:50:49.777583,10451,-65,0.6
2026-03-05 15:50:49.777735,10452,-65,0.6
2026-03-05 15:50:49.777877,10453,-67,0.6
2026-03-05 15:50:49.778046,10454,-67,0.6
2026-03-05 15:50:49.778168,10455,-67,0.6
2026-03-05 15:50:49.778287,10456,-65,0.6
2026-03-05 15:50:49.778404,10457,-67,0.6
2026-03-05 15:50:49.778522,10458,-67,0.6
2026-03-05 15:50:49.778676,10459,-65,0.6
2026-03-05 15:50:49.778794,10460,-65,0.6
2026-03-05 15:50:49.778897,10461,-65,0.6
2026-03-05 15:50:49.778994,10462,-65,0.6
2026-03-05 15:50:49.779091,10463,-65,0.6
2026-03-05 15:50:49.779186,10464,-65,0.6
2026-03-05 15:50:49.779280,10465,-65,0.6
2026-03-05 15:50:49.779373,10466,-67,0.6
2026-03-05 15:50:49.779466,10467,-67,0.6
2026-03-05 15:50:49.779560,10468,-67,0.6
2026-03-05 15:50:49.779668,10469,-65,0.6
2026-03-05 15:50:49.779763,10470,-65,0.6
2026-03-05 15:50:49.779858,10471,-65,0.6
2026-03-05 15:50:49.779965,10472,-65,0.6
2026-03-05 15:50:49.780061,10473,-65,0.6
2026-03-05 15:50:49.780157,10474,-65,0.6
2026-03-05 15:50:49.780250,10475,-65,0.6
2026-03-05 15:50:49.780343,10476,-65,0.6
2026-03-05 15:50:49.780437,10477,-67,0.6
