timestamp,packet_counter,rssi,distance
2026-03-05 16:00:38.130899,85049,-82,75
2026-03-05 16:00:38.131017,85050,-82,75
2026-03-05 16:00:38.131128,85051,-82,75
2026-03-05 16:00:38.131242,85052,-82,75
2026-03-05 16:00:38.131349,85053,-81,75
2026-03-05 16:00:38.131455,85054,-81,75
2026-03-05 16:00:38.131561,85055,-81,75
2026-03-05 16:00:38.131675,85056,-81,75
2026-03-05 16:00:38.131763,85057,-81,75
2026-03-05 16:00:38.131879,85058,-81,75
2026-03-05 16:00:38.131980,85059,-81,75
2026-03-05 16:00:38.132062,85060,-81,75
2026-03-05 16:00:38.132148,85061,-81,75
2026-03-05 16:00:38.132282,85062,-82,75
2026-03-05 16:00:38.132375,85063,-82,75
2026-03-05 16:00:38.132457,85064,-82,75
2026-03-05 16:00:38.132545,85065,-82,75
2026-03-05 16:00:38.132649,85066,-81,75
2026-03-05 16:00:38.132754,85067,-81,75
2026-03-05 16:00:38.132864,85068,-81,75
2026-03-05 16:00:38.132977,85069,-82,75
2026-03-05 16:00:38.133072,85070,-82,75
2026-03-05 16:00:38.133172,85071,-82,75
2026-03-05 16:00:38.133274,85072,-81,75
2026-03-05 16:00:38.133369,85073,-81,75
2026-03-05 16:00:38.133465,85074,-81,75
2026-03-05 16:00:38.133558,85075,-82,75
2026-03-05 16:00:38.133640,85076,-82,75
2026-03-05 16:00:38.133722,85077,-82,75
2026-03-05 16:00:38.133805,85078,-82,75
2026-03-05 16:00:38.133926,85080,-82,75
2026-03-05 16:00:38.134084,85081,-82,75
2026-03-05 16:00:38.134231,85082,-81,75
2026-03-05 16:00:38.134367,85083,-82,75
2026-03-05 16:00:38.134512,85084,-81,75
2026-03-05 16:00:38.134657,85085,-82,75
2026-03-05 16:00:38.134798,85086,-82,75
2026-03-05 16:00:38.134936,85087,-82,75
2026-03-05 16:00:38.135071,85088,-82,75
2026-03-05 16:00:38.135190,85089,-81,75
2026-03-05 16:00:38.135275,85090,-81,75
2026-03-05 16:00:38.135351,85091,-81,75
2026-03-05 16:00:38.135427,85092,-81,75
2026-03-05 16:00:38.135501,85093,-81,75
2026-03-05 16:00:38.135575,85094,-81,75
2026-03-05 16:00:38.135663,85095,-82,75
2026-03-05 16:00:38.135740,85096,-82,75
2026-03-05 16:00:38.135828,85097,-81,75
2026-03-05 16:00:38.135901,85098,-81,75
2026-03-05 16:00:38.135973,85099,-81,75
2026-03-05 16:00:38.136045,85100,-81,75
2026-03-05 16:00:38.136117,85101,-81,75
2026-03-05 16:00:38.136190,85102,-82,75
2026-03-05 16:00:38.136262,85103,-81,75
2026-03-05 16:00:38.136334,85104,-81,75
2026-03-05 16:00:38.136406,85105,-81,75
2026-03-05 16:00:38.136478,85106,-81,75
2026-03-05 16:00:38.136550,85107,-81,75
2026-03-05 16:00:38.136622,85108,-81,75
2026-03-05 16:00:38.136694,85109,-81,75
2026-03-05 16:00:38.136767,85110,-81,75
2026-03-05 16:00:38.136864,85111,-82,75
2026-03-05 16:00:38.136942,85112,-82,75
2026-03-05 16:00:38.137014,85113,-81,75
2026-03-05 16:00:38.137088,85114,-81,75
2026-03-05 16:00:38.137162,85115,-81,75
2026-03-05 16:00:38.137235,85116,-81,75
2026-03-05 16:00:38.137306,85117,-81,75
2026-03-05 16:00:38.137411,85118,-81,75
2026-03-05 16:00:38.137542,85119,-81,75
2026-03-05 16:00:38.137662,85120,-81,75
2026-03-05 16:00:38.137801,85121,-80,75
2026-03-05 16:00:38.137904,85122,-80,75
2026-03-05 16:00:38.138006,85123,-80,75
2026-03-05 16:00:38.138110,85124,-80,75
2026-03-05 16:00:38.138211,85125,-81,75
2026-03-05 16:00:38.138312,85126,-81,75
2026-03-05 16:00:38.138429,85128,-81,75
2026-03-05 16:00:38.138547,85129,-81,75
2026-03-05 16:00:38.138670,85130,-80,75
2026-03-05 16:00:38.138796,85131,-81,75
2026-03-05 16:00:38.138896,85132,-81,75
2026-03-05 16:00:38.138968,85133,-81,75
2026-03-05 16:00:38.139039,85134,-82,75
2026-03-05 16:00:38.139114,85135,-82,75
2026-03-05 16:00:38.139236,85136,-81,75
2026-03-05 16:00:38.139352,85137,-81,75
2026-03-05 16:00:38.139467,85138,-82,75
2026-03-05 16:00:38.139582,85139,-81,75
2026-03-05 16:00:38.139707,85140,-81,75
2026-03-05 16:00:38.139834,85141,-81,75
2026-03-05 16:00:38.139945,85142,-82,75
2026-03-05 16:00:38.140058,85143,-81,75
2026-03-05 16:00:38.140170,85144,-82,75
2026-03-05 16:00:38.140282,85145,-82,75
2026-03-05 16:00:38.140393,85146,-82,75
2026-03-05 16:00:38.140504,85147,-82,75
2026-03-05 16:00:38.140615,85148,-82,75
2026-03-05 16:00:38.140726,85149,-82,75
2026-03-05 16:00:38.140848,85150,-82,75
2026-03-05 16:00:38.140955,85151,-82,75
2026-03-05 16:00:38.141063,85152,-82,75
2026-03-05 16:00:38.141170,85153,-82,75
2026-03-05 16:00:38.141278,85154,-82,75
2026-03-05 16:00:38.141385,85155,-82,75
2026-03-05 16:00:38.141493,85156,-82,75
2026-03-05 16:00:38.141601,85157,-82,75
2026-03-05 16:00:38.141709,85158,-82,75
2026-03-05 16:00:38.141821,85159,-82,75
2026-03-05 16:00:38.141941,85160,-82,75
2026-03-05 16:00:38.142057,85161,-82,75
2026-03-05 16:00:38.142166,85162,-82,75
2026-03-05 16:00:38.142274,85163,-82,75
2026-03-05 16:00:38.142381,85164,-82,75
2026-03-05 16:00:38.142488,85165,-83,75
2026-03-05 16:00:38.142596,85166,-83,75
2026-03-05 16:00:38.142703,85167,-82,75
2026-03-05 16:00:38.142825,85168,-82,75
2026-03-05 16:00:38.142929,85169,-84,75
2026-03-05 16:00:38.143034,85170,-82,75
2026-03-05 16:00:38.143141,85171,-82,75
2026-03-05 16:00:38.143246,85172,-82,75
2026-03-05 16:00:38.143350,85173,-82,75
2026-03-05 16:00:38.143455,85174,-82,75
2026-03-05 16:00:38.143558,85175,-82,75
2026-03-05 16:00:38.143670,85176,-82,75
2026-03-05 16:00:38.143803,85177,-82,75
2026-03-05 16:00:38.143908,85178,-82,75
2026-03-05 16:00:38.144013,85179,-82,75
2026-03-05 16:00:38.144118,85180,-82,75
2026-03-05 16:00:38.144222,85181,-82,75
2026-03-05 16:00:38.144326,85182,-82,75
2026-03-05 16:00:38.144430,85183,-82,75
2026-03-05 16:00:38.144534,85184,-82,75
2026-03-05 16:00:38.144638,85185,-82,75
2026-03-05 16:00:38.144743,85186,-82,75
