timestamp,packet_counter,rssi,distance
2026-03-05 16:07:38.380051,134677,-95,275
2026-03-05 16:07:38.380692,134678,-96,275
2026-03-05 16:07:38.381161,134679,-96,275
2026-03-05 16:07:38.381721,134680,-96,275
2026-03-05 16:07:38.382279,134681,-96,275
2026-03-05 16:07:38.382785,134682,-95,275
2026-03-05 16:07:38.383302,134683,-96,275
2026-03-05 16:07:38.383482,134684,-96,275
2026-03-05 16:07:38.383607,134685,-96,275
2026-03-05 16:07:38.383732,134686,-96,275
2026-03-05 16:07:38.383867,134687,-96,275
2026-03-05 16:07:38.384009,134688,-96,275
2026-03-05 16:07:38.384145,134689,-95,275
2026-03-05 16:07:38.384294,134690,-96,275
2026-03-05 16:07:38.384424,134691,-95,275
2026-03-05 16:07:38.384554,134692,-95,275
2026-03-05 16:07:38.384692,134693,-95,275
2026-03-05 16:07:38.384822,134694,-96,275
2026-03-05 16:07:38.384953,134695,-96,275
2026-03-05 16:07:38.385085,134696,-95,275
2026-03-05 16:07:38.385226,134697,-95,275
2026-03-05 16:07:38.385360,134698,-94,275
2026-03-05 16:07:38.385490,134699,-94,275
2026-03-05 16:07:38.385621,134700,-95,275
2026-03-05 16:07:38.385751,134701,-95,275
2026-03-05 16:07:38.385886,134702,-95,275
2026-03-05 16:07:38.386012,134703,-96,275
2026-03-05 16:07:38.386141,134704,-95,275
2026-03-05 16:07:38.386279,134705,-95,275
2026-03-05 16:07:38.386420,134706,-96,275
2026-03-05 16:07:38.386544,134707,-97,275
2026-03-05 16:07:38.386667,134708,-96,275
2026-03-05 16:07:38.386790,134709,-95,275
2026-03-05 16:07:38.386917,134710,-95,275
2026-03-05 16:07:38.387040,134711,-95,275
2026-03-05 16:07:38.387165,134712,-94,275
2026-03-05 16:07:38.387277,134713,-96,275
2026-03-05 16:07:38.387394,134714,-96,275
2026-03-05 16:07:38.387490,134715,-96,275
2026-03-05 16:07:38.387587,134716,-97,275
2026-03-05 16:07:38.387698,134717,-97,275
2026-03-05 16:07:38.387798,134718,-97,275
2026-03-05 16:07:38.387996,3221200726,-95,275
2026-03-05 16:07:38.388103,134720,-95,275
2026-03-05 16:07:38.388199,134721,-96,275
2026-03-05 16:07:38.388311,134722,-97,275
2026-03-05 16:07:38.388408,134723,-97,275
2026-03-05 16:07:38.388505,134724,-97,275
2026-03-05 16:07:38.388602,134725,-96,275
2026-03-05 16:07:38.388698,134726,-96,275
2026-03-05 16:07:38.388795,134727,-96,275
2026-03-05 16:07:38.388891,134728,-97,275
2026-03-05 16:07:38.388986,134729,-97,275
2026-03-05 16:07:38.389084,134730,-97,275
2026-03-05 16:07:38.389180,134731,-97,275
2026-03-05 16:07:38.389292,134732,-97,275
2026-03-05 16:07:38.389384,134733,-96,275
2026-03-05 16:07:38.389475,134734,-97,275
2026-03-05 16:07:38.389577,134735,-97,275
2026-03-05 16:07:38.389695,134736,-97,275
2026-03-05 16:07:38.389808,134737,-97,275
2026-03-05 16:07:38.389921,134738,-97,275
