timestamp,mode,packet_counter,rssi,distance
2026-03-02 22:07:28.407504,LORA,39732,-72,26
2026-03-02 22:07:28.410379,LORA,39734,-72,26
2026-03-02 22:07:28.412812,LORA,39735,-72,26
2026-03-02 22:07:28.415661,LORA,39736,-72,26
2026-03-02 22:07:28.418705,LORA,39738,-71,26
2026-03-02 22:07:28.421467,LORA,39739,-71,26
2026-03-02 22:07:28.423955,LORA,39740,-71,26
2026-03-02 22:07:28.425954,LORA,39742,-75,26
2026-03-02 22:07:28.427566,LORA,39743,-77,26
2026-03-02 22:07:28.429022,LORA,39744,-76,26
2026-03-02 22:07:28.430401,LORA,39746,-72,26
2026-03-02 22:07:28.431480,LORA,39747,-72,26
2026-03-02 22:07:28.432966,LORA,39748,-74,26
2026-03-02 22:07:28.434746,LORA,39749,-75,26
2026-03-02 22:07:28.472963,LORA,40058,-85,26
2026-03-02 22:07:28.584160,LORA,40059,-95,26
2026-03-02 22:07:28.696142,LORA,40060,-83,26
2026-03-02 22:07:28.807073,LORA,40061,-85,26
2026-03-02 22:07:29.019280,LORA,40063,-82,26
2026-03-02 22:07:29.129928,LORA,40064,-82,26
2026-03-02 22:07:29.241084,LORA,40065,-83,26
2026-03-02 22:07:29.453318,LORA,40067,-83,26
2026-03-02 22:07:29.563976,LORA,40068,-75,26
2026-03-02 22:07:29.675299,LORA,40069,-75,26
2026-03-02 22:07:29.887412,LORA,40071,-79,26
2026-03-02 22:07:29.998295,LORA,40072,-82,26
2026-03-02 22:07:30.109079,LORA,40073,-82,26
2026-03-02 22:07:30.321458,LORA,40075,-80,26
2026-03-02 22:07:30.434954,LORA,40076,-90,26
2026-03-02 22:07:30.543164,LORA,40077,-96,26
2026-03-02 22:07:30.755691,LORA,40079,-92,26
2026-03-02 22:07:30.866394,LORA,40080,-88,26
2026-03-02 22:07:30.977358,LORA,40081,-86,26
2026-03-02 22:07:31.089274,LORA,40082,-86,26
2026-03-02 22:07:31.301117,LORA,40084,-80,26
2026-03-02 22:07:31.513255,LORA,40086,-77,26
2026-03-02 22:07:31.624224,LORA,40087,-77,26
2026-03-02 22:07:31.735183,LORA,40088,-78,26
2026-03-02 22:07:31.846271,LORA,40089,-77,26
2026-03-02 22:07:31.957233,LORA,40090,-77,26
2026-03-02 22:07:32.169441,LORA,40092,-77,26
2026-03-02 22:07:32.280288,LORA,40093,-77,26
2026-03-02 22:07:32.391285,LORA,40094,-77,26
2026-03-02 22:07:32.603823,LORA,40096,-77,26
2026-03-02 22:07:32.714272,LORA,40097,-77,26
2026-03-02 22:07:32.825347,LORA,40098,-77,26
2026-03-02 22:07:32.936606,LORA,40099,-77,26
2026-03-02 22:07:33.148506,LORA,40101,-77,26
2026-03-02 22:07:33.260061,LORA,40102,-78,26
2026-03-02 22:07:33.371079,LORA,40103,-78,26
2026-03-02 22:07:33.583443,LORA,40105,-78,26
2026-03-02 22:07:33.694230,LORA,40106,-77,26
2026-03-02 22:07:33.805388,LORA,40107,-78,26
2026-03-02 22:07:34.017408,LORA,40109,-77,26
2026-03-02 22:07:34.128306,LORA,40110,-77,26
2026-03-02 22:07:34.239266,LORA,40111,-77,26
2026-03-02 22:07:34.451512,LORA,40113,-77,26
2026-03-02 22:07:34.562454,LORA,40114,-77,26
2026-03-02 22:07:34.673159,LORA,40115,-76,26
2026-03-02 22:07:34.986602,LORA,40118,-77,26
2026-03-02 22:07:35.097455,LORA,40119,-77,26
2026-03-02 22:07:35.208306,LORA,40120,-77,26
2026-03-02 22:07:35.319314,LORA,40121,-77,26
2026-03-02 22:07:35.430419,LORA,40122,-77,26
2026-03-02 22:07:35.542349,LORA,40123,-77,26
2026-03-02 22:07:35.653213,LORA,40124,-77,26
2026-03-02 22:07:35.865488,LORA,40126,-78,26
2026-03-02 22:07:35.976314,LORA,40127,-78,26
2026-03-02 22:07:36.087159,LORA,40128,-78,26
2026-03-02 22:07:36.299559,LORA,40130,-78,26
2026-03-02 22:07:36.410367,LORA,40131,-78,26
2026-03-02 22:07:36.521144,LORA,40132,-77,26
2026-03-02 22:07:36.733590,LORA,40134,-77,26
2026-03-02 22:07:36.844429,LORA,40135,-77,26
2026-03-02 22:07:36.955336,LORA,40136,-77,26
2026-03-02 22:07:37.167648,LORA,40138,-76,26
2026-03-02 22:07:37.278451,LORA,40139,-76,26
2026-03-02 22:07:37.389398,LORA,40140,-76,26
2026-03-02 22:07:37.500562,LORA,40141,-76,26
2026-03-02 22:07:37.713428,LORA,40143,-76,26
2026-03-02 22:07:37.824298,LORA,40144,-76,26
2026-03-02 22:07:37.935272,LORA,40145,-76,26
2026-03-02 22:07:38.147604,LORA,40147,-77,26
2026-03-02 22:07:38.258420,LORA,40148,-77,26
2026-03-02 22:07:38.369389,LORA,40149,-78,26
2026-03-02 22:07:38.581819,LORA,40151,-79,26
2026-03-02 22:07:38.692438,LORA,40152,-78,26
2026-03-02 22:07:38.803462,LORA,40153,-78,26
2026-03-02 22:07:39.015646,LORA,40155,-78,26
2026-03-02 22:07:39.126601,LORA,40156,-78,26
2026-03-02 22:07:39.237320,LORA,40157,-77,26
2026-03-02 22:07:39.348383,LORA,40158,-78,26
2026-03-02 22:07:39.560736,LORA,40160,-77,26
2026-03-02 22:07:39.672292,LORA,40161,-77,26
2026-03-02 22:07:39.783316,LORA,40162,-77,26
2026-03-02 22:07:39.995541,LORA,40164,-77,26
2026-03-02 22:07:40.106304,LORA,40165,-77,26
2026-03-02 22:07:40.217375,LORA,40166,-77,26
2026-03-02 22:07:40.429761,LORA,40168,-76,26
2026-03-02 22:07:40.540415,LORA,40169,-77,26
2026-03-02 22:07:40.651342,LORA,40170,-77,26
2026-03-02 22:07:40.863828,LORA,40172,-77,26
