timestamp,mode,packet_counter,rssi,distance
2026-03-03 15:41:01.656226,LORA,345,-48,0.5
2026-03-03 15:41:01.658850,LORA,346,-49,0.5
2026-03-03 15:41:01.661226,LORA,347,-50,0.5
2026-03-03 15:41:01.663807,LORA,348,-50,0.5
2026-03-03 15:41:01.665901,LORA,349,-50,0.5
2026-03-03 15:41:01.667943,LORA,350,-50,0.5
2026-03-03 15:41:01.670070,LORA,351,-50,0.5
2026-03-03 15:41:01.673001,LORA,352,-50,0.5
2026-03-03 15:41:01.676559,LORA,353,-50,0.5
2026-03-03 15:41:01.679963,LORA,354,-51,0.5
2026-03-03 15:41:01.683267,LORA,356,-50,0.5
2026-03-03 15:41:01.686581,LORA,357,-50,0.5
2026-03-03 15:41:01.689896,LORA,358,-51,0.5
2026-03-03 15:41:01.693181,LORA,359,-51,0.5
2026-03-03 15:41:01.696467,LORA,360,-51,0.5
2026-03-03 15:41:01.699784,LORA,361,-51,0.5
2026-03-03 15:41:01.703135,LORA,362,-102,0.5
2026-03-03 15:41:01.808228,LORA,425,-49,0.5
2026-03-03 15:41:02.323509,LORA,426,-51,0.5
2026-03-03 15:41:02.837422,LORA,427,-45,0.5
2026-03-03 15:41:03.352540,LORA,428,-45,0.5
2026-03-03 15:41:03.867385,LORA,429,-44,0.5
2026-03-03 15:41:04.381673,LORA,430,-46,0.5
2026-03-03 15:41:04.896591,LORA,431,-45,0.5
2026-03-03 15:41:05.310566,LORA,432,-45,0.5
2026-03-03 15:41:05.825480,LORA,433,-45,0.5
2026-03-03 15:41:06.340707,LORA,434,-46,0.5
2026-03-03 15:41:06.854549,LORA,435,-46,0.5
2026-03-03 15:41:07.369519,LORA,436,-45,0.5
2026-03-03 15:41:07.884492,LORA,437,-45,0.5
2026-03-03 15:41:08.398259,LORA,438,-45,0.5
2026-03-03 15:41:08.913200,LORA,439,-46,0.5
2026-03-03 15:41:09.428209,LORA,440,-45,0.5
2026-03-03 15:41:09.942273,LORA,441,-46,0.5
2026-03-03 15:41:10.457215,LORA,442,-46,0.5
2026-03-03 15:41:10.972226,LORA,443,-45,0.5
2026-03-03 15:41:11.487175,LORA,444,-46,0.5
2026-03-03 15:41:12.001276,LORA,445,-49,0.5
2026-03-03 15:41:12.415248,LORA,446,-48,0.5
2026-03-03 15:41:12.930229,LORA,447,-46,0.5
2026-03-03 15:41:13.445243,LORA,448,-48,0.5
2026-03-03 15:41:13.960392,LORA,449,-46,0.5
2026-03-03 15:41:14.474230,LORA,450,-47,0.5
2026-03-03 15:41:14.989246,LORA,451,-48,0.5
2026-03-03 15:41:15.504713,LORA,452,-47,0.5
2026-03-03 15:41:16.019230,LORA,453,-46,0.5
2026-03-03 15:41:16.533322,LORA,454,-46,0.5
2026-03-03 15:41:17.048530,LORA,455,-46,0.5
2026-03-03 15:41:17.563649,LORA,456,-47,0.5
2026-03-03 15:41:18.077580,LORA,457,-50,0.5
