timestamp,mode,packet_counter,rssi,distance
2026-03-02 22:03:00.204712,LORA,36842,-100,90
2026-03-02 22:03:00.205592,LORA,36843,-98,90
2026-03-02 22:03:00.206389,LORA,36844,-99,90
2026-03-02 22:03:00.207154,LORA,36845,-100,90
2026-03-02 22:03:00.207855,LORA,36846,-99,90
2026-03-02 22:03:00.208494,LORA,36848,-99,90
2026-03-02 22:03:00.209120,LORA,36853,-100,90
2026-03-02 22:03:00.209809,LORA,36854,-96,90
2026-03-02 22:03:00.210679,LORA,36856,-96,90
2026-03-02 22:03:00.638301,LORA,37594,-98,90
2026-03-02 22:03:00.951414,LORA,37597,-99,90
2026-03-02 22:03:01.062240,LORA,37598,-99,90
2026-03-02 22:03:01.173186,LORA,37599,-97,90
2026-03-02 22:03:01.284168,LORA,37600,-98,90
2026-03-02 22:03:01.395112,LORA,37601,-98,90
2026-03-02 22:03:01.505879,LORA,37602,-97,90
2026-03-02 22:03:01.920421,LORA,37606,-99,90
2026-03-02 22:03:02.132133,LORA,37608,-98,90
2026-03-02 22:03:02.244174,LORA,37609,-97,90
2026-03-02 22:03:02.353925,LORA,37610,-101,90
2026-03-02 22:03:02.566471,LORA,37612,-98,90
2026-03-02 22:03:02.677280,LORA,37613,-98,90
2026-03-02 22:03:02.890151,LORA,37615,-99,90
2026-03-02 22:03:03.001004,LORA,37616,-98,90
2026-03-02 22:03:03.920387,LORA,37624,-100,90
2026-03-02 22:03:04.435559,LORA,37629,-98,90
2026-03-02 22:03:04.950527,LORA,37634,-99,90
2026-03-02 22:03:05.061153,LORA,37635,-98,90
2026-03-02 22:03:05.273536,LORA,37637,-101,90
2026-03-02 22:03:05.485173,LORA,37639,-99,90
2026-03-02 22:03:05.596114,LORA,37640,-99,90
2026-03-02 22:03:05.707119,LORA,37641,-99,90
2026-03-02 22:03:06.525529,LORA,37648,-99,90
2026-03-02 22:03:06.838461,LORA,37651,-101,90
2026-03-02 22:03:07.656555,LORA,37659,-100,90
2026-03-02 22:03:07.767332,LORA,37660,-100,90
2026-03-02 22:03:07.878210,LORA,37661,-98,90
2026-03-02 22:03:07.989330,LORA,37662,-98,90
2026-03-02 22:03:08.100263,LORA,37663,-99,90
2026-03-02 22:03:08.312632,LORA,37665,-98,90
2026-03-02 22:03:08.423272,LORA,37666,-96,90
2026-03-02 22:03:08.534199,LORA,37667,-98,90
2026-03-02 22:03:08.645119,LORA,37668,-97,90
2026-03-02 22:03:08.857697,LORA,37670,-100,90
2026-03-02 22:03:09.574515,LORA,37676,-101,90
2026-03-02 22:03:09.786438,LORA,37678,-99,90
2026-03-02 22:03:09.897427,LORA,37679,-101,90
2026-03-02 22:03:10.008224,LORA,37680,-99,90
2026-03-02 22:03:10.119257,LORA,37681,-98,90
2026-03-02 22:03:10.230273,LORA,37682,-96,90
2026-03-02 22:03:10.644594,LORA,37686,-98,90
2026-03-02 22:03:11.058274,LORA,37690,-98,90
2026-03-02 22:03:11.371647,LORA,37693,-97,90
2026-03-02 22:03:11.584215,LORA,37695,-100,90
2026-03-02 22:03:11.695103,LORA,37696,-98,90
2026-03-02 22:03:11.806284,LORA,37697,-100,90
2026-03-02 22:03:12.119464,LORA,37700,-100,90
2026-03-02 22:03:12.230207,LORA,37701,-100,90
2026-03-02 22:03:12.644709,LORA,37704,-100,90
2026-03-02 22:03:12.856249,LORA,37706,-98,90
2026-03-02 22:03:14.686569,LORA,37723,-100,90
2026-03-02 22:03:17.730669,LORA,37751,-99,90
2026-03-02 22:03:17.841333,LORA,37752,-96,90
2026-03-02 22:03:17.952754,LORA,37753,-99,90
2026-03-02 22:03:18.063403,LORA,37754,-98,90
2026-03-02 22:03:18.174378,LORA,37755,-98,90
2026-03-02 22:03:18.285477,LORA,37756,-99,90
2026-03-02 22:03:18.396538,LORA,37757,-99,90
2026-03-02 22:03:18.709695,LORA,37760,-99,90
2026-03-02 22:03:19.224674,LORA,37765,-102,90
2026-03-02 22:03:19.436454,LORA,37767,-100,90
2026-03-02 22:03:19.547569,LORA,37768,-97,90
2026-03-02 22:03:20.872712,LORA,37780,-99,90
2026-03-02 22:03:20.983371,LORA,37781,-100,90
2026-03-02 22:03:21.094442,LORA,37782,-99,90
2026-03-02 22:03:21.205594,LORA,37783,-99,90
2026-03-02 22:03:21.316558,LORA,37784,-99,90
2026-03-02 22:03:21.427441,LORA,37785,-97,90
2026-03-02 22:03:21.538457,LORA,37786,-96,90
2026-03-02 22:03:21.851737,LORA,37789,-100,90
2026-03-02 22:03:22.063389,LORA,37791,-97,90
2026-03-02 22:03:22.174471,LORA,37792,-99,90
2026-03-02 22:03:22.487843,LORA,37795,-97,90
2026-03-02 22:03:22.598543,LORA,37796,-96,90
2026-03-02 22:03:22.709317,LORA,37797,-98,90
2026-03-02 22:03:22.820452,LORA,37798,-97,90
2026-03-02 22:03:23.032853,LORA,37800,-100,90
2026-03-02 22:03:23.345884,LORA,37803,-97,90
2026-03-02 22:03:23.759636,LORA,37807,-101,90
2026-03-02 22:03:23.971496,LORA,37809,-100,90
2026-03-02 22:03:24.082566,LORA,37810,-98,90
2026-03-02 22:03:24.193507,LORA,37811,-99,90
2026-03-02 22:03:24.304484,LORA,37812,-96,90
2026-03-02 22:03:24.415480,LORA,37813,-95,90
2026-03-02 22:03:24.526469,LORA,37814,-94,90
2026-03-02 22:03:24.637713,LORA,37815,-96,90
2026-03-02 22:03:24.748678,LORA,37816,-95,90
2026-03-02 22:03:24.859443,LORA,37817,-96,90
2026-03-02 22:03:24.970632,LORA,37818,-98,90
2026-03-02 22:03:25.182432,LORA,37820,-94,90
2026-03-02 22:03:25.293673,LORA,37821,-96,90
2026-03-02 22:03:25.606953,LORA,37824,-97,90
2026-03-02 22:03:25.717742,LORA,37825,-97,90
2026-03-02 22:03:25.828535,LORA,37826,-93,90
2026-03-02 22:03:25.940587,LORA,37827,-96,90
2026-03-02 22:03:26.051541,LORA,37828,-94,90
2026-03-02 22:03:26.162480,LORA,37829,-96,90
2026-03-02 22:03:26.273644,LORA,37830,-96,90
2026-03-02 22:03:26.384467,LORA,37831,-94,90
2026-03-02 22:03:26.495458,LORA,37832,-92,90
2026-03-02 22:03:26.606650,LORA,37833,-91,90
2026-03-02 22:03:26.717643,LORA,37834,-96,90
2026-03-02 22:03:26.828423,LORA,37835,-94,90
2026-03-02 22:03:27.040932,LORA,37837,-94,90
2026-03-02 22:03:27.151602,LORA,37838,-98,90
2026-03-02 22:03:27.262620,LORA,37839,-94,90
2026-03-02 22:03:27.373499,LORA,37840,-95,90
2026-03-02 22:03:27.484614,LORA,37841,-92,90
2026-03-02 22:03:27.595526,LORA,37842,-94,90
