timestamp,mode,packet_counter,rssi,distance
2026-03-02 21:54:26.128972,LORA,32566,-89,225
2026-03-02 21:54:26.129922,LORA,32567,-88,225
2026-03-02 21:54:26.130849,LORA,32568,-88,225
2026-03-02 21:54:26.131508,LORA,32570,-88,225
2026-03-02 21:54:26.132024,LORA,32571,-88,225
2026-03-02 21:54:26.132548,LORA,32572,-88,225
2026-03-02 21:54:26.133059,LORA,32574,-89,225
2026-03-02 21:54:26.133549,LORA,32576,-90,225
2026-03-02 21:54:26.134032,LORA,32577,-93,225
2026-03-02 21:54:26.134575,LORA,32578,-92,225
2026-03-02 21:54:26.135402,LORA,32579,-93,225
2026-03-02 21:54:26.184054,LORA,32860,-94,225
2026-03-02 21:54:26.295269,LORA,32861,-94,225
2026-03-02 21:54:26.507658,LORA,32863,-94,225
2026-03-02 21:54:26.618482,LORA,32864,-95,225
2026-03-02 21:54:26.730073,LORA,32865,-96,225
2026-03-02 21:54:26.942609,LORA,32867,-96,225
2026-03-02 21:54:27.055064,LORA,32868,-97,225
2026-03-02 21:54:27.265296,LORA,32870,-96,225
2026-03-02 21:54:27.477245,LORA,32872,-94,225
2026-03-02 21:54:27.588197,LORA,32873,-92,225
2026-03-02 21:54:27.699261,LORA,32874,-92,225
2026-03-02 21:54:27.810252,LORA,32875,-92,225
2026-03-02 21:54:27.921360,LORA,32876,-92,225
2026-03-02 21:54:28.032157,LORA,32877,-89,225
2026-03-02 21:54:28.143312,LORA,32878,-89,225
2026-03-02 21:54:28.355376,LORA,32880,-89,225
2026-03-02 21:54:28.567386,LORA,32882,-90,225
2026-03-02 21:54:28.678491,LORA,32883,-89,225
2026-03-02 21:54:28.789227,LORA,32884,-92,225
2026-03-02 21:54:28.901394,LORA,32885,-92,225
2026-03-02 21:54:29.012223,LORA,32886,-92,225
2026-03-02 21:54:29.224407,LORA,32888,-92,225
2026-03-02 21:54:29.335267,LORA,32889,-92,225
2026-03-02 21:54:29.446256,LORA,32890,-92,225
2026-03-02 21:54:29.658445,LORA,32892,-91,225
2026-03-02 21:54:29.769348,LORA,32893,-91,225
2026-03-02 21:54:29.880356,LORA,32894,-90,225
2026-03-02 21:54:30.092589,LORA,32896,-90,225
2026-03-02 21:54:30.203454,LORA,32897,-90,225
2026-03-02 21:54:30.314193,LORA,32898,-90,225
2026-03-02 21:54:30.425288,LORA,32899,-90,225
2026-03-02 21:54:30.637626,LORA,32901,-90,225
2026-03-02 21:54:30.748504,LORA,32902,-90,225
2026-03-02 21:54:30.859333,LORA,32903,-90,225
2026-03-02 21:54:31.072603,LORA,32905,-89,225
2026-03-02 21:54:31.183267,LORA,32906,-90,225
2026-03-02 21:54:31.294312,LORA,32907,-90,225
2026-03-02 21:54:31.506438,LORA,32909,-90,225
2026-03-02 21:54:31.617326,LORA,32910,-89,225
2026-03-02 21:54:31.728339,LORA,32911,-89,225
2026-03-02 21:54:31.940534,LORA,32913,-89,225
2026-03-02 21:54:32.051492,LORA,32914,-89,225
