timestamp,mode,packet_counter,rssi,distance
2026-03-02 22:08:26.484964,LORA,40337,-78,50
2026-03-02 22:08:26.485933,LORA,40338,-78,50
2026-03-02 22:08:26.486472,LORA,40340,-78,50
2026-03-02 22:08:26.487021,LORA,40341,-78,50
2026-03-02 22:08:26.487608,LORA,40342,-79,50
2026-03-02 22:08:26.488094,LORA,40343,-82,50
2026-03-02 22:08:26.488557,LORA,40345,-78,50
2026-03-02 22:08:26.489136,LORA,40346,-75,50
2026-03-02 22:08:26.489647,LORA,40347,-74,50
2026-03-02 22:08:26.490091,LORA,40349,-79,50
2026-03-02 22:08:26.490530,LORA,40350,-88,50
2026-03-02 22:08:26.491048,LORA,40352,-81,50
2026-03-02 22:08:26.491545,LORA,40353,-80,50
2026-03-02 22:08:26.492346,LORA,40354,-84,50
2026-03-02 22:08:26.493130,LORA,40355,-86,50
2026-03-02 22:08:26.505058,LORA,40592,-81,50
2026-03-02 22:08:26.616251,LORA,40593,-81,50
2026-03-02 22:08:26.727311,LORA,40594,-79,50
2026-03-02 22:08:26.838397,LORA,40595,-80,50
2026-03-02 22:08:26.949303,LORA,40596,-81,50
2026-03-02 22:08:27.161520,LORA,40598,-80,50
2026-03-02 22:08:27.272249,LORA,40599,-79,50
2026-03-02 22:08:27.383280,LORA,40600,-80,50
2026-03-02 22:08:27.595592,LORA,40602,-75,50
2026-03-02 22:08:27.707259,LORA,40603,-74,50
2026-03-02 22:08:27.818213,LORA,40604,-76,50
2026-03-02 22:08:28.030477,LORA,40606,-77,50
2026-03-02 22:08:28.141277,LORA,40607,-77,50
2026-03-02 22:08:28.252315,LORA,40608,-77,50
2026-03-02 22:08:28.464622,LORA,40610,-76,50
2026-03-02 22:08:28.575384,LORA,40611,-76,50
2026-03-02 22:08:28.686342,LORA,40612,-76,50
2026-03-02 22:08:28.898773,LORA,40614,-76,50
2026-03-02 22:08:29.009408,LORA,40615,-76,50
2026-03-02 22:08:29.120148,LORA,40616,-76,50
2026-03-02 22:08:29.231581,LORA,40617,-76,50
2026-03-02 22:08:29.443435,LORA,40619,-76,50
2026-03-02 22:08:29.555183,LORA,40620,-76,50
2026-03-02 22:08:29.666258,LORA,40621,-76,50
2026-03-02 22:08:29.878471,LORA,40623,-76,50
2026-03-02 22:08:29.989293,LORA,40624,-76,50
2026-03-02 22:08:30.100330,LORA,40625,-76,50
2026-03-02 22:08:30.312557,LORA,40627,-75,50
2026-03-02 22:08:30.423317,LORA,40628,-75,50
2026-03-02 22:08:30.534333,LORA,40629,-76,50
2026-03-02 22:08:30.746534,LORA,40631,-75,50
2026-03-02 22:08:30.857436,LORA,40632,-75,50
2026-03-02 22:08:30.968175,LORA,40633,-75,50
2026-03-02 22:08:31.180515,LORA,40635,-75,50
2026-03-02 22:08:31.291510,LORA,40636,-75,50
2026-03-02 22:08:31.402447,LORA,40637,-75,50
2026-03-02 22:08:31.513565,LORA,40638,-75,50
2026-03-02 22:08:31.725735,LORA,40640,-75,50
2026-03-02 22:08:31.836592,LORA,40641,-75,50
2026-03-02 22:08:31.947216,LORA,40642,-75,50
2026-03-02 22:08:32.160766,LORA,40644,-75,50
2026-03-02 22:08:32.271319,LORA,40645,-75,50
2026-03-02 22:08:32.382365,LORA,40646,-75,50
2026-03-02 22:08:32.594598,LORA,40648,-75,50
2026-03-02 22:08:32.705384,LORA,40649,-75,50
2026-03-02 22:08:32.816509,LORA,40650,-75,50
2026-03-02 22:08:33.028840,LORA,40652,-75,50
2026-03-02 22:08:33.139528,LORA,40653,-75,50
2026-03-02 22:08:33.250408,LORA,40654,-75,50
2026-03-02 22:08:33.462672,LORA,40656,-75,50
2026-03-02 22:08:33.573590,LORA,40657,-75,50
2026-03-02 22:08:33.684389,LORA,40658,-75,50
2026-03-02 22:08:33.897062,LORA,40660,-72,50
2026-03-02 22:08:34.007721,LORA,40661,-73,50
2026-03-02 22:08:34.119163,LORA,40662,-72,50
2026-03-02 22:08:34.230510,LORA,40663,-75,50
2026-03-02 22:08:34.442763,LORA,40665,-75,50
2026-03-02 22:08:34.553379,LORA,40666,-76,50
2026-03-02 22:08:34.664375,LORA,40667,-72,50
2026-03-02 22:08:34.876553,LORA,40669,-75,50
2026-03-02 22:08:34.987442,LORA,40670,-74,50
2026-03-02 22:08:35.098459,LORA,40671,-77,50
2026-03-02 22:08:35.310642,LORA,40673,-79,50
2026-03-02 22:08:35.421479,LORA,40674,-78,50
2026-03-02 22:08:35.532429,LORA,40675,-79,50
2026-03-02 22:08:35.744952,LORA,40677,-77,50
2026-03-02 22:08:35.855587,LORA,40678,-76,50
2026-03-02 22:08:35.966417,LORA,40679,-78,50
2026-03-02 22:08:36.178940,LORA,40681,-77,50
2026-03-02 22:08:36.289624,LORA,40682,-78,50
2026-03-02 22:08:36.400427,LORA,40683,-77,50
2026-03-02 22:08:36.613729,LORA,40685,-77,50
2026-03-02 22:08:36.724417,LORA,40686,-77,50
2026-03-02 22:08:36.835311,LORA,40687,-78,50
2026-03-02 22:08:36.946439,LORA,40688,-78,50
2026-03-02 22:08:37.158596,LORA,40690,-77,50
2026-03-02 22:08:37.269472,LORA,40691,-76,50
2026-03-02 22:08:37.380359,LORA,40692,-76,50
2026-03-02 22:08:37.592917,LORA,40694,-76,50
2026-03-02 22:08:37.703606,LORA,40695,-76,50
2026-03-02 22:08:37.915670,LORA,40697,-79,50
2026-03-02 22:08:38.026666,LORA,40698,-80,50
2026-03-02 22:08:38.137478,LORA,40699,-79,50
2026-03-02 22:08:38.248690,LORA,40700,-76,50
2026-03-02 22:08:38.460798,LORA,40702,-77,50
2026-03-02 22:08:38.571727,LORA,40703,-76,50
2026-03-02 22:08:38.683441,LORA,40704,-77,50
2026-03-02 22:08:38.794466,LORA,40705,-77,50
2026-03-02 22:08:39.006701,LORA,40707,-76,50
2026-03-02 22:08:39.117502,LORA,40708,-76,50
2026-03-02 22:08:39.228622,LORA,40709,-77,50
2026-03-02 22:08:39.441050,LORA,40711,-76,50
2026-03-02 22:08:39.551633,LORA,40712,-75,50
2026-03-02 22:08:39.662502,LORA,40713,-74,50
2026-03-02 22:08:39.875025,LORA,40715,-75,50
2026-03-02 22:08:39.985671,LORA,40716,-77,50
2026-03-02 22:08:40.096459,LORA,40717,-83,50
2026-03-02 22:08:40.308840,LORA,40719,-79,50
2026-03-02 22:08:40.419787,LORA,40720,-77,50
2026-03-02 22:08:40.531380,LORA,40721,-81,50
2026-03-02 22:08:40.743659,LORA,40723,-78,50
2026-03-02 22:08:40.854496,LORA,40724,-76,50
2026-03-02 22:08:40.965557,LORA,40725,-81,50
2026-03-02 22:08:41.177710,LORA,40727,-78,50
2026-03-02 22:08:41.288384,LORA,40728,-84,50
2026-03-02 22:08:41.399503,LORA,40729,-78,50
2026-03-02 22:08:41.510604,LORA,40730,-72,50
2026-03-02 22:08:41.722898,LORA,40732,-74,50
2026-03-02 22:08:41.833763,LORA,40733,-71,50
2026-03-02 22:08:41.944580,LORA,40734,-71,50
2026-03-02 22:08:42.157626,LORA,40736,-77,50
2026-03-02 22:08:42.268494,LORA,40737,-75,50
2026-03-02 22:08:42.379422,LORA,40738,-75,50
2026-03-02 22:08:42.591737,LORA,40740,-72,50
2026-03-02 22:08:42.702559,LORA,40741,-71,50
2026-03-02 22:08:42.813376,LORA,40742,-71,50
2026-03-02 22:08:43.025817,LORA,40744,-77,50
2026-03-02 22:08:43.136628,LORA,40745,-76,50
2026-03-02 22:08:43.247449,LORA,40746,-76,50
2026-03-02 22:08:43.459841,LORA,40748,-75,50
2026-03-02 22:08:43.570726,LORA,40749,-74,50
2026-03-02 22:08:43.681465,LORA,40750,-74,50
2026-03-02 22:08:43.792579,LORA,40751,-74,50
2026-03-02 22:08:44.004937,LORA,40753,-73,50
2026-03-02 22:08:44.115836,LORA,40754,-73,50
2026-03-02 22:08:44.226584,LORA,40755,-73,50
2026-03-02 22:08:44.439666,LORA,40757,-73,50
2026-03-02 22:08:44.550560,LORA,40758,-73,50
2026-03-02 22:08:44.661599,LORA,40759,-73,50
2026-03-02 22:08:44.874015,LORA,40761,-73,50
2026-03-02 22:08:44.984641,LORA,40762,-73,50
2026-03-02 22:08:45.095500,LORA,40763,-73,50
2026-03-02 22:08:45.307815,LORA,40765,-73,50
2026-03-02 22:08:45.418826,LORA,40766,-73,50
2026-03-02 22:08:45.529626,LORA,40767,-73,50
2026-03-02 22:08:45.742179,LORA,40769,-73,50
2026-03-02 22:08:45.852881,LORA,40770,-73,50
2026-03-02 22:08:45.963604,LORA,40771,-73,50
2026-03-02 22:08:46.075563,LORA,40772,-73,50
2026-03-02 22:08:46.287773,LORA,40774,-73,50
2026-03-02 22:08:46.398597,LORA,40775,-73,50
2026-03-02 22:08:46.509701,LORA,40776,-73,50
2026-03-02 22:08:46.721988,LORA,40778,-72,50
2026-03-02 22:08:46.832689,LORA,40779,-73,50
2026-03-02 22:08:46.943557,LORA,40780,-72,50
2026-03-02 22:08:47.156083,LORA,40782,-72,50
2026-03-02 22:08:47.266748,LORA,40783,-72,50
2026-03-02 22:08:47.377543,LORA,40784,-72,50
2026-03-02 22:08:47.589895,LORA,40786,-72,50
2026-03-02 22:08:47.700820,LORA,40787,-72,50
2026-03-02 22:08:47.811530,LORA,40788,-72,50
2026-03-02 22:08:48.023974,LORA,40790,-72,50
2026-03-02 22:08:48.134899,LORA,40791,-72,50
2026-03-02 22:08:48.245675,LORA,40792,-72,50
2026-03-02 22:08:48.357747,LORA,40793,-72,50
2026-03-02 22:08:48.569844,LORA,40795,-72,50
2026-03-02 22:08:48.781680,LORA,40797,-72,50
2026-03-02 22:08:48.892642,LORA,40798,-72,50
2026-03-02 22:08:49.003630,LORA,40799,-72,50
2026-03-02 22:08:49.114557,LORA,40800,-72,50
2026-03-02 22:08:49.225686,LORA,40801,-72,50
