timestamp,mode,packet_counter,rssi,distance
2026-03-02 21:51:04.872911,LORA,28538,-84,150
2026-03-02 21:51:04.873918,LORA,28540,-84,150
2026-03-02 21:51:04.874683,LORA,28541,-84,150
2026-03-02 21:51:04.875445,LORA,28542,-84,150
2026-03-02 21:51:04.876160,LORA,28544,-85,150
2026-03-02 21:51:04.876846,LORA,28545,-85,150
2026-03-02 21:51:04.877508,LORA,28546,-86,150
2026-03-02 21:51:04.878203,LORA,28548,-84,150
2026-03-02 21:51:04.878933,LORA,28549,-84,150
2026-03-02 21:51:04.879586,LORA,28550,-86,150
2026-03-02 21:51:04.880304,LORA,28552,-84,150
2026-03-02 21:51:04.881103,LORA,28553,-86,150
2026-03-02 21:51:04.882084,LORA,28554,-83,150
2026-03-02 21:51:04.883048,LORA,28556,-84,150
2026-03-02 21:51:04.884018,LORA,28557,-86,150
2026-03-02 21:51:05.268811,LORA,31011,-99,150
2026-03-02 21:51:05.784596,LORA,31016,-99,150
2026-03-02 21:51:05.895415,LORA,31017,-100,150
2026-03-02 21:51:06.006327,LORA,31018,-95,150
2026-03-02 21:51:06.117308,LORA,31019,-93,150
2026-03-02 21:51:06.228458,LORA,31020,-95,150
2026-03-02 21:51:06.339448,LORA,31021,-96,150
2026-03-02 21:51:06.450374,LORA,31022,-94,150
2026-03-02 21:51:06.662795,LORA,31024,-93,150
2026-03-02 21:51:06.774649,LORA,31025,-91,150
2026-03-02 21:51:06.884370,LORA,31026,-92,150
2026-03-02 21:51:06.995525,LORA,31027,-91,150
2026-03-02 21:51:07.107550,LORA,31028,-90,150
2026-03-02 21:51:07.218264,LORA,31029,-90,150
2026-03-02 21:51:07.329607,LORA,31030,-91,150
2026-03-02 21:51:07.440509,LORA,31031,-91,150
2026-03-02 21:51:07.652539,LORA,31033,-93,150
2026-03-02 21:51:07.763519,LORA,31034,-93,150
2026-03-02 21:51:07.874441,LORA,31035,-92,150
2026-03-02 21:51:08.086927,LORA,31037,-92,150
2026-03-02 21:51:08.197624,LORA,31038,-93,150
2026-03-02 21:51:08.308483,LORA,31039,-93,150
2026-03-02 21:51:08.520792,LORA,31041,-92,150
2026-03-02 21:51:08.732520,LORA,31043,-93,150
2026-03-02 21:51:08.843755,LORA,31044,-93,150
2026-03-02 21:51:08.955348,LORA,31045,-92,150
2026-03-02 21:51:09.066620,LORA,31046,-93,150
2026-03-02 21:51:09.177427,LORA,31047,-93,150
2026-03-02 21:51:09.389531,LORA,31049,-93,150
2026-03-02 21:51:09.500490,LORA,31050,-93,150
2026-03-02 21:51:09.611539,LORA,31051,-94,150
2026-03-02 21:51:09.823779,LORA,31053,-94,150
2026-03-02 21:51:09.934633,LORA,31054,-93,150
2026-03-02 21:51:10.045684,LORA,31055,-95,150
2026-03-02 21:51:10.156699,LORA,31056,-93,150
2026-03-02 21:51:10.470063,LORA,31059,-92,150
2026-03-02 21:51:10.681784,LORA,31061,-91,150
2026-03-02 21:51:10.792616,LORA,31062,-91,150
2026-03-02 21:51:10.904660,LORA,31063,-90,150
2026-03-02 21:51:11.015478,LORA,31064,-90,150
2026-03-02 21:51:11.126551,LORA,31065,-90,150
2026-03-02 21:51:11.237559,LORA,31066,-90,150
2026-03-02 21:51:11.348653,LORA,31067,-91,150
2026-03-02 21:51:11.560956,LORA,31069,-92,150
2026-03-02 21:51:11.671599,LORA,31070,-90,150
